,Year,Country 1,Country 2,No. of Collaborations,No. of Publications of Country 1,No. of Publications of Country 2,Collaborators,Total No. of Publications,Continent of Country 1,Continent of Country 2,Percent of Total Publications of Country 1,Percent of Total Publications of Country 2,Rank of Country 1,Rank of Country 2
87783,2010,USA,Cuba,1.0,238.0,2.0,USA & Cuba,1806.0,North America,North America,13.1782945736,0.110741971207,1/133,53/133
87793,2010,USA,Brazil,3.0,238.0,24.0,USA & Brazil,1806.0,North America,South America,13.1782945736,1.32890365449,1/133,22/133
87796,2010,USA,Venezuela,1.0,238.0,1.0,USA & Venezuela,1806.0,North America,South America,13.1782945736,0.0553709856035,1/133,73/133
87813,2010,USA,Egypt,1.0,238.0,28.0,USA & Egypt,1806.0,North America,Africa,13.1782945736,1.5503875969,1/133,18/133
87815,2010,USA,Morocco,1.0,238.0,4.0,USA & Morocco,1806.0,North America,Africa,13.1782945736,0.221483942414,1/133,46/133
87828,2010,USA,China,7.0,238.0,91.0,USA & China,1806.0,North America,Asia,13.1782945736,5.03875968992,1/133,6/133
87829,2010,USA,India,2.0,238.0,102.0,USA & India,1806.0,North America,Asia,13.1782945736,5.64784053156,1/133,5/133
87833,2010,USA,Russia,10.0,238.0,83.0,USA & Russia,1806.0,North America,Asia,13.1782945736,4.59579180509,1/133,7/133
87834,2010,USA,Japan,11.0,238.0,159.0,USA & Japan,1806.0,North America,Asia,13.1782945736,8.80398671096,1/133,2/133
87837,2010,USA,Turkey,2.0,238.0,41.0,USA & Turkey,1806.0,North America,Asia,13.1782945736,2.27021040975,1/133,11/133
87838,2010,USA,Iran,2.0,238.0,30.0,USA & Iran,1806.0,North America,Asia,13.1782945736,1.66112956811,1/133,17/133
87839,2010,USA,Thailand,2.0,238.0,3.0,USA & Thailand,1806.0,North America,Asia,13.1782945736,0.166112956811,1/133,50/133
87841,2010,USA,Korea,5.0,238.0,83.0,USA & Korea,1806.0,North America,Asia,13.1782945736,4.59579180509,1/133,8/133
87865,2010,USA,Germany,11.0,238.0,124.0,USA & Germany,1806.0,North America,Europe,13.1782945736,6.86600221484,1/133,3/133
87866,2010,USA,France,7.0,238.0,117.0,USA & France,1806.0,North America,Europe,13.1782945736,6.47840531561,1/133,4/133
87868,2010,USA,Italy,4.0,238.0,67.0,USA & Italy,1806.0,North America,Europe,13.1782945736,3.70985603544,1/133,9/133
87870,2010,USA,Spain,4.0,238.0,40.0,USA & Spain,1806.0,North America,Europe,13.1782945736,2.21483942414,1/133,12/133
87871,2010,USA,Ukraine,2.0,238.0,22.0,USA & Ukraine,1806.0,North America,Europe,13.1782945736,1.21816168328,1/133,24/133
87872,2010,USA,Poland,4.0,238.0,26.0,USA & Poland,1806.0,North America,Europe,13.1782945736,1.43964562569,1/133,20/133
87873,2010,USA,Romania,1.0,238.0,17.0,USA & Romania,1806.0,North America,Europe,13.1782945736,0.94130675526,1/133,28/133
87874,2010,USA,Netherlands,3.0,238.0,21.0,USA & Netherlands,1806.0,North America,Europe,13.1782945736,1.16279069767,1/133,25/133
87875,2010,USA,Belgium,3.0,238.0,35.0,USA & Belgium,1806.0,North America,Europe,13.1782945736,1.93798449612,1/133,14/133
87876,2010,USA,Greece,1.0,238.0,11.0,USA & Greece,1806.0,North America,Europe,13.1782945736,0.609080841639,1/133,34/133
87877,2010,USA,Czech,5.0,238.0,44.0,USA & Czech,1806.0,North America,Europe,13.1782945736,2.43632336656,1/133,10/133
87878,2010,USA,Portugal,1.0,238.0,14.0,USA & Portugal,1806.0,North America,Europe,13.1782945736,0.77519379845,1/133,32/133
87880,2010,USA,Sweden,2.0,238.0,35.0,USA & Sweden,1806.0,North America,Europe,13.1782945736,1.93798449612,1/133,15/133
87881,2010,USA,Austria,5.0,238.0,27.0,USA & Austria,1806.0,North America,Europe,13.1782945736,1.4950166113,1/133,19/133
87883,2010,USA,Switzerland,2.0,238.0,25.0,USA & Switzerland,1806.0,North America,Europe,13.1782945736,1.38427464009,1/133,21/133
87886,2010,USA,Slovakia,3.0,238.0,15.0,USA & Slovakia,1806.0,North America,Europe,13.1782945736,0.830564784053,1/133,29/133
87888,2010,USA,Norway,1.0,238.0,15.0,USA & Norway,1806.0,North America,Europe,13.1782945736,0.830564784053,1/133,30/133
87889,2010,USA,Georgia,2.0,238.0,2.0,USA & Georgia,1806.0,North America,Europe,13.1782945736,0.110741971207,1/133,54/133
87891,2010,USA,Croatia,1.0,238.0,9.0,USA & Croatia,1806.0,North America,Europe,13.1782945736,0.498338870432,1/133,35/133
87894,2010,USA,Lithuania,1.0,238.0,5.0,USA & Lithuania,1806.0,North America,Europe,13.1782945736,0.276854928018,1/133,42/133
87895,2010,USA,Latvia,1.0,238.0,2.0,USA & Latvia,1806.0,North America,Europe,13.1782945736,0.110741971207,1/133,58/133
87907,2010,USA,Monaco,3.0,238.0,6.0,USA & Monaco,1806.0,North America,Europe,13.1782945736,0.332225913621,1/133,38/133
87909,2010,USA,Australia,2.0,238.0,14.0,USA & Australia,1806.0,North America,Oceania,13.1782945736,0.77519379845,1/133,31/133
87997,2010,Mexico,France,2.0,7.0,117.0,Mexico & France,1806.0,North America,Europe,0.387596899225,6.47840531561,36/133,4/133
88089,2010,Canada,China,1.0,36.0,91.0,Canada & China,1806.0,North America,Asia,1.99335548173,5.03875968992,13/133,6/133
88095,2010,Canada,Japan,1.0,36.0,159.0,Canada & Japan,1806.0,North America,Asia,1.99335548173,8.80398671096,13/133,2/133
88102,2010,Canada,Korea,1.0,36.0,83.0,Canada & Korea,1806.0,North America,Asia,1.99335548173,4.59579180509,13/133,8/133
88104,2010,Canada,Arabia,1.0,36.0,4.0,Canada & Arabia,1806.0,North America,Asia,1.99335548173,0.221483942414,13/133,48/133
88126,2010,Canada,Germany,2.0,36.0,124.0,Canada & Germany,1806.0,North America,Europe,1.99335548173,6.86600221484,13/133,3/133
88127,2010,Canada,France,1.0,36.0,117.0,Canada & France,1806.0,North America,Europe,1.99335548173,6.47840531561,13/133,4/133
88129,2010,Canada,Italy,1.0,36.0,67.0,Canada & Italy,1806.0,North America,Europe,1.99335548173,3.70985603544,13/133,9/133
88131,2010,Canada,Spain,1.0,36.0,40.0,Canada & Spain,1806.0,North America,Europe,1.99335548173,2.21483942414,13/133,12/133
88132,2010,Canada,Ukraine,1.0,36.0,22.0,Canada & Ukraine,1806.0,North America,Europe,1.99335548173,1.21816168328,13/133,24/133
88134,2010,Canada,Romania,1.0,36.0,17.0,Canada & Romania,1806.0,North America,Europe,1.99335548173,0.94130675526,13/133,28/133
88140,2010,Canada,Hungary,2.0,36.0,32.0,Canada & Hungary,1806.0,North America,Europe,1.99335548173,1.77187153931,13/133,16/133
88141,2010,Canada,Sweden,1.0,36.0,35.0,Canada & Sweden,1806.0,North America,Europe,1.99335548173,1.93798449612,13/133,15/133
88144,2010,Canada,Switzerland,2.0,36.0,25.0,Canada & Switzerland,1806.0,North America,Europe,1.99335548173,1.38427464009,13/133,21/133
88147,2010,Canada,Slovakia,2.0,36.0,15.0,Canada & Slovakia,1806.0,North America,Europe,1.99335548173,0.830564784053,13/133,29/133
88148,2010,Canada,Finland,2.0,36.0,17.0,Canada & Finland,1806.0,North America,Europe,1.99335548173,0.94130675526,13/133,27/133
88168,2010,Canada,Monaco,2.0,36.0,6.0,Canada & Monaco,1806.0,North America,Europe,1.99335548173,0.332225913621,13/133,38/133
88311,2010,Cuba,Brazil,1.0,2.0,24.0,Cuba & Brazil,1806.0,North America,South America,0.110741971207,1.32890365449,53/133,22/133
88321,2010,Cuba,Nigeria,1.0,2.0,7.0,Cuba & Nigeria,1806.0,North America,Africa,0.110741971207,0.387596899225,53/133,37/133
88347,2010,Cuba,India,1.0,2.0,102.0,Cuba & India,1806.0,North America,Asia,0.110741971207,5.64784053156,53/133,5/133
88355,2010,Cuba,Turkey,2.0,2.0,41.0,Cuba & Turkey,1806.0,North America,Asia,0.110741971207,2.27021040975,53/133,11/133
88356,2010,Cuba,Iran,1.0,2.0,30.0,Cuba & Iran,1806.0,North America,Asia,0.110741971207,1.66112956811,53/133,17/133
88359,2010,Cuba,Korea,1.0,2.0,83.0,Cuba & Korea,1806.0,North America,Asia,0.110741971207,4.59579180509,53/133,8/133
88384,2010,Cuba,France,1.0,2.0,117.0,Cuba & France,1806.0,North America,Europe,0.110741971207,6.47840531561,53/133,4/133
88388,2010,Cuba,Spain,1.0,2.0,40.0,Cuba & Spain,1806.0,North America,Europe,0.110741971207,2.21483942414,53/133,12/133
88391,2010,Cuba,Romania,2.0,2.0,17.0,Cuba & Romania,1806.0,North America,Europe,0.110741971207,0.94130675526,53/133,28/133
88393,2010,Cuba,Belgium,1.0,2.0,35.0,Cuba & Belgium,1806.0,North America,Europe,0.110741971207,1.93798449612,53/133,14/133
88394,2010,Cuba,Greece,1.0,2.0,11.0,Cuba & Greece,1806.0,North America,Europe,0.110741971207,0.609080841639,53/133,34/133
88395,2010,Cuba,Czech,1.0,2.0,44.0,Cuba & Czech,1806.0,North America,Europe,0.110741971207,2.43632336656,53/133,10/133
88399,2010,Cuba,Austria,1.0,2.0,27.0,Cuba & Austria,1806.0,North America,Europe,0.110741971207,1.4950166113,53/133,19/133
88415,2010,Cuba,Slovenia,1.0,2.0,14.0,Cuba & Slovenia,1806.0,North America,Europe,0.110741971207,0.77519379845,53/133,33/133
88418,2010,Cuba,Montenegro,1.0,2.0,5.0,Cuba & Montenegro,1806.0,North America,Europe,0.110741971207,0.276854928018,53/133,41/133
89572,2010,Brazil,India,1.0,24.0,102.0,Brazil & India,1806.0,South America,Asia,1.32890365449,5.64784053156,22/133,5/133
89580,2010,Brazil,Turkey,1.0,24.0,41.0,Brazil & Turkey,1806.0,South America,Asia,1.32890365449,2.27021040975,22/133,11/133
89581,2010,Brazil,Iran,1.0,24.0,30.0,Brazil & Iran,1806.0,South America,Asia,1.32890365449,1.66112956811,22/133,17/133
89584,2010,Brazil,Korea,1.0,24.0,83.0,Brazil & Korea,1806.0,South America,Asia,1.32890365449,4.59579180509,22/133,8/133
89608,2010,Brazil,Germany,1.0,24.0,124.0,Brazil & Germany,1806.0,South America,Europe,1.32890365449,6.86600221484,22/133,3/133
89616,2010,Brazil,Romania,1.0,24.0,17.0,Brazil & Romania,1806.0,South America,Europe,1.32890365449,0.94130675526,22/133,28/133
89618,2010,Brazil,Belgium,2.0,24.0,35.0,Brazil & Belgium,1806.0,South America,Europe,1.32890365449,1.93798449612,22/133,14/133
89620,2010,Brazil,Czech,1.0,24.0,44.0,Brazil & Czech,1806.0,South America,Europe,1.32890365449,2.43632336656,22/133,10/133
89624,2010,Brazil,Austria,1.0,24.0,27.0,Brazil & Austria,1806.0,South America,Europe,1.32890365449,1.4950166113,22/133,19/133
89725,2010,Colombia,Germany,1.0,1.0,124.0,Colombia & Germany,1806.0,South America,Europe,0.0553709856035,6.86600221484,66/133,3/133
89740,2010,Colombia,Sweden,1.0,1.0,35.0,Colombia & Sweden,1806.0,South America,Europe,0.0553709856035,1.93798449612,66/133,15/133
89743,2010,Colombia,Switzerland,1.0,1.0,25.0,Colombia & Switzerland,1806.0,South America,Europe,0.0553709856035,1.38427464009,66/133,21/133
89748,2010,Colombia,Norway,1.0,1.0,15.0,Colombia & Norway,1806.0,South America,Europe,0.0553709856035,0.830564784053,66/133,30/133
89844,2010,Argentina,Italy,1.0,3.0,67.0,Argentina & Italy,1806.0,South America,Europe,0.166112956811,3.70985603544,49/133,9/133
90548,2010,Paraguay,Slovenia,1.0,1.0,14.0,Paraguay & Slovenia,1806.0,South America,Europe,0.0553709856035,0.77519379845,71/133,33/133
90705,2010,Nigeria,Turkey,1.0,7.0,41.0,Nigeria & Turkey,1806.0,Africa,Asia,0.387596899225,2.27021040975,37/133,11/133
90712,2010,Nigeria,Malaysia,1.0,7.0,6.0,Nigeria & Malaysia,1806.0,Africa,Asia,0.387596899225,0.332225913621,37/133,39/133
90734,2010,Nigeria,France,1.0,7.0,117.0,Nigeria & France,1806.0,Africa,Europe,0.387596899225,6.47840531561,37/133,4/133
90738,2010,Nigeria,Spain,1.0,7.0,40.0,Nigeria & Spain,1806.0,Africa,Europe,0.387596899225,2.21483942414,37/133,12/133
90741,2010,Nigeria,Romania,1.0,7.0,17.0,Nigeria & Romania,1806.0,Africa,Europe,0.387596899225,0.94130675526,37/133,28/133
90743,2010,Nigeria,Belgium,1.0,7.0,35.0,Nigeria & Belgium,1806.0,Africa,Europe,0.387596899225,1.93798449612,37/133,14/133
90744,2010,Nigeria,Greece,1.0,7.0,11.0,Nigeria & Greece,1806.0,Africa,Europe,0.387596899225,0.609080841639,37/133,34/133
90765,2010,Nigeria,Slovenia,1.0,7.0,14.0,Nigeria & Slovenia,1806.0,Africa,Europe,0.387596899225,0.77519379845,37/133,33/133
90768,2010,Nigeria,Montenegro,1.0,7.0,5.0,Nigeria & Montenegro,1806.0,Africa,Europe,0.387596899225,0.276854928018,37/133,41/133
90841,2010,Algeria,France,1.0,2.0,117.0,Algeria & France,1806.0,Africa,Europe,0.110741971207,6.47840531561,55/133,4/133
91727,2010,Egypt,Japan,1.0,28.0,159.0,Egypt & Japan,1806.0,Africa,Asia,1.5503875969,8.80398671096,18/133,2/133
91736,2010,Egypt,Arabia,2.0,28.0,4.0,Egypt & Arabia,1806.0,Africa,Asia,1.5503875969,0.221483942414,18/133,48/133
91755,2010,Egypt,Qatar,1.0,28.0,2.0,Egypt & Qatar,1806.0,Africa,Asia,1.5503875969,0.110741971207,18/133,56/133
91758,2010,Egypt,Germany,1.0,28.0,124.0,Egypt & Germany,1806.0,Africa,Europe,1.5503875969,6.86600221484,18/133,3/133
91919,2010,Morocco,Russia,1.0,4.0,83.0,Morocco & Russia,1806.0,Africa,Asia,0.221483942414,4.59579180509,46/133,7/133
91920,2010,Morocco,Japan,1.0,4.0,159.0,Morocco & Japan,1806.0,Africa,Asia,0.221483942414,8.80398671096,46/133,2/133
91952,2010,Morocco,France,1.0,4.0,117.0,Morocco & France,1806.0,Africa,Europe,0.221483942414,6.47840531561,46/133,4/133
91956,2010,Morocco,Spain,1.0,4.0,40.0,Morocco & Spain,1806.0,Africa,Europe,0.221483942414,2.21483942414,46/133,12/133
91957,2010,Morocco,Ukraine,1.0,4.0,22.0,Morocco & Ukraine,1806.0,Africa,Europe,0.221483942414,1.21816168328,46/133,24/133
91963,2010,Morocco,Czech,1.0,4.0,44.0,Morocco & Czech,1806.0,Africa,Europe,0.221483942414,2.43632336656,46/133,10/133
91972,2010,Morocco,Slovakia,1.0,4.0,15.0,Morocco & Slovakia,1806.0,Africa,Europe,0.221483942414,0.830564784053,46/133,29/133
93076,2010,China,Russia,1.0,91.0,83.0,China & Russia,1806.0,Asia,Asia,5.03875968992,4.59579180509,6/133,7/133
93077,2010,China,Japan,6.0,91.0,159.0,China & Japan,1806.0,Asia,Asia,5.03875968992,8.80398671096,6/133,2/133
93081,2010,China,Iran,1.0,91.0,30.0,China & Iran,1806.0,Asia,Asia,5.03875968992,1.66112956811,6/133,17/133
93096,2010,China,Emirates,1.0,91.0,1.0,China & Emirates,1806.0,Asia,Asia,5.03875968992,0.0553709856035,6/133,65/133
93107,2010,China,Taiwan,1.0,91.0,21.0,China & Taiwan,1806.0,Asia,Asia,5.03875968992,1.16279069767,6/133,26/133
93109,2010,China,France,2.0,91.0,117.0,China & France,1806.0,Asia,Europe,5.03875968992,6.47840531561,6/133,4/133
93111,2010,China,Italy,1.0,91.0,67.0,China & Italy,1806.0,Asia,Europe,5.03875968992,3.70985603544,6/133,9/133
93113,2010,China,Spain,1.0,91.0,40.0,China & Spain,1806.0,Asia,Europe,5.03875968992,2.21483942414,6/133,12/133
93115,2010,China,Poland,1.0,91.0,26.0,China & Poland,1806.0,Asia,Europe,5.03875968992,1.43964562569,6/133,20/133
93123,2010,China,Sweden,1.0,91.0,35.0,China & Sweden,1806.0,Asia,Europe,5.03875968992,1.93798449612,6/133,15/133
93124,2010,China,Austria,1.0,91.0,27.0,China & Austria,1806.0,Asia,Europe,5.03875968992,1.4950166113,6/133,19/133
93128,2010,China,Denmark,1.0,91.0,5.0,China & Denmark,1806.0,Asia,Europe,5.03875968992,0.276854928018,6/133,40/133
93152,2010,China,Australia,1.0,91.0,14.0,China & Australia,1806.0,Asia,Oceania,5.03875968992,0.77519379845,6/133,31/133
93159,2010,India,Japan,1.0,102.0,159.0,India & Japan,1806.0,Asia,Asia,5.64784053156,8.80398671096,5/133,2/133
93160,2010,India,Philippines,1.0,102.0,1.0,India & Philippines,1806.0,Asia,Asia,5.64784053156,0.0553709856035,5/133,60/133
93162,2010,India,Turkey,1.0,102.0,41.0,India & Turkey,1806.0,Asia,Asia,5.64784053156,2.27021040975,5/133,11/133
93163,2010,India,Iran,1.0,102.0,30.0,India & Iran,1806.0,Asia,Asia,5.64784053156,1.66112956811,5/133,17/133
93164,2010,India,Thailand,1.0,102.0,3.0,India & Thailand,1806.0,Asia,Asia,5.64784053156,0.166112956811,5/133,50/133
93166,2010,India,Korea,1.0,102.0,83.0,India & Korea,1806.0,Asia,Asia,5.64784053156,4.59579180509,5/133,8/133
93198,2010,India,Romania,1.0,102.0,17.0,India & Romania,1806.0,Asia,Europe,5.64784053156,0.94130675526,5/133,28/133
93199,2010,India,Netherlands,1.0,102.0,21.0,India & Netherlands,1806.0,Asia,Europe,5.64784053156,1.16279069767,5/133,25/133
93202,2010,India,Czech,1.0,102.0,44.0,India & Czech,1806.0,Asia,Europe,5.64784053156,2.43632336656,5/133,10/133
93206,2010,India,Austria,2.0,102.0,27.0,India & Austria,1806.0,Asia,Europe,5.64784053156,1.4950166113,5/133,19/133
93209,2010,India,Bulgaria,1.0,102.0,4.0,India & Bulgaria,1806.0,Asia,Europe,5.64784053156,0.221483942414,5/133,45/133
93234,2010,India,Australia,1.0,102.0,14.0,India & Australia,1806.0,Asia,Oceania,5.64784053156,0.77519379845,5/133,31/133
93329,2010,Pakistan,Arabia,1.0,23.0,4.0,Pakistan & Arabia,1806.0,Asia,Asia,1.27353266888,0.221483942414,23/133,48/133
93477,2010,Russia,Japan,8.0,83.0,159.0,Russia & Japan,1806.0,Asia,Asia,4.59579180509,8.80398671096,7/133,2/133
93484,2010,Russia,Korea,1.0,83.0,83.0,Russia & Korea,1806.0,Asia,Asia,4.59579180509,4.59579180509,7/133,8/133
93508,2010,Russia,Germany,12.0,83.0,124.0,Russia & Germany,1806.0,Asia,Europe,4.59579180509,6.86600221484,7/133,3/133
93509,2010,Russia,France,10.0,83.0,117.0,Russia & France,1806.0,Asia,Europe,4.59579180509,6.47840531561,7/133,4/133
93511,2010,Russia,Italy,3.0,83.0,67.0,Russia & Italy,1806.0,Asia,Europe,4.59579180509,3.70985603544,7/133,9/133
93513,2010,Russia,Spain,3.0,83.0,40.0,Russia & Spain,1806.0,Asia,Europe,4.59579180509,2.21483942414,7/133,12/133
93514,2010,Russia,Ukraine,5.0,83.0,22.0,Russia & Ukraine,1806.0,Asia,Europe,4.59579180509,1.21816168328,7/133,24/133
93515,2010,Russia,Poland,2.0,83.0,26.0,Russia & Poland,1806.0,Asia,Europe,4.59579180509,1.43964562569,7/133,20/133
93516,2010,Russia,Romania,2.0,83.0,17.0,Russia & Romania,1806.0,Asia,Europe,4.59579180509,0.94130675526,7/133,28/133
93517,2010,Russia,Netherlands,2.0,83.0,21.0,Russia & Netherlands,1806.0,Asia,Europe,4.59579180509,1.16279069767,7/133,25/133
93518,2010,Russia,Belgium,12.0,83.0,35.0,Russia & Belgium,1806.0,Asia,Europe,4.59579180509,1.93798449612,7/133,14/133
93519,2010,Russia,Greece,3.0,83.0,11.0,Russia & Greece,1806.0,Asia,Europe,4.59579180509,0.609080841639,7/133,34/133
93520,2010,Russia,Czech,6.0,83.0,44.0,Russia & Czech,1806.0,Asia,Europe,4.59579180509,2.43632336656,7/133,10/133
93521,2010,Russia,Portugal,2.0,83.0,14.0,Russia & Portugal,1806.0,Asia,Europe,4.59579180509,0.77519379845,7/133,32/133
93522,2010,Russia,Hungary,7.0,83.0,32.0,Russia & Hungary,1806.0,Asia,Europe,4.59579180509,1.77187153931,7/133,16/133
93523,2010,Russia,Sweden,1.0,83.0,35.0,Russia & Sweden,1806.0,Asia,Europe,4.59579180509,1.93798449612,7/133,15/133
93524,2010,Russia,Austria,1.0,83.0,27.0,Russia & Austria,1806.0,Asia,Europe,4.59579180509,1.4950166113,7/133,19/133
93526,2010,Russia,Switzerland,1.0,83.0,25.0,Russia & Switzerland,1806.0,Asia,Europe,4.59579180509,1.38427464009,7/133,21/133
93529,2010,Russia,Slovakia,1.0,83.0,15.0,Russia & Slovakia,1806.0,Asia,Europe,4.59579180509,0.830564784053,7/133,29/133
93530,2010,Russia,Finland,2.0,83.0,17.0,Russia & Finland,1806.0,Asia,Europe,4.59579180509,0.94130675526,7/133,27/133
93539,2010,Russia,Macedonia,1.0,83.0,2.0,Russia & Macedonia,1806.0,Asia,Europe,4.59579180509,0.110741971207,7/133,59/133
93540,2010,Russia,Slovenia,1.0,83.0,14.0,Russia & Slovenia,1806.0,Asia,Europe,4.59579180509,0.77519379845,7/133,33/133
93555,2010,Japan,Philippines,1.0,159.0,1.0,Japan & Philippines,1806.0,Asia,Asia,8.80398671096,0.0553709856035,2/133,60/133
93559,2010,Japan,Thailand,2.0,159.0,3.0,Japan & Thailand,1806.0,Asia,Asia,8.80398671096,0.166112956811,2/133,50/133
93585,2010,Japan,Germany,10.0,159.0,124.0,Japan & Germany,1806.0,Asia,Europe,8.80398671096,6.86600221484,2/133,3/133
93586,2010,Japan,France,9.0,159.0,117.0,Japan & France,1806.0,Asia,Europe,8.80398671096,6.47840531561,2/133,4/133
93588,2010,Japan,Italy,3.0,159.0,67.0,Japan & Italy,1806.0,Asia,Europe,8.80398671096,3.70985603544,2/133,9/133
93590,2010,Japan,Spain,3.0,159.0,40.0,Japan & Spain,1806.0,Asia,Europe,8.80398671096,2.21483942414,2/133,12/133
93591,2010,Japan,Ukraine,2.0,159.0,22.0,Japan & Ukraine,1806.0,Asia,Europe,8.80398671096,1.21816168328,2/133,24/133
93592,2010,Japan,Poland,2.0,159.0,26.0,Japan & Poland,1806.0,Asia,Europe,8.80398671096,1.43964562569,2/133,20/133
93595,2010,Japan,Belgium,4.0,159.0,35.0,Japan & Belgium,1806.0,Asia,Europe,8.80398671096,1.93798449612,2/133,14/133
93596,2010,Japan,Greece,1.0,159.0,11.0,Japan & Greece,1806.0,Asia,Europe,8.80398671096,0.609080841639,2/133,34/133
93597,2010,Japan,Czech,2.0,159.0,44.0,Japan & Czech,1806.0,Asia,Europe,8.80398671096,2.43632336656,2/133,10/133
93598,2010,Japan,Portugal,1.0,159.0,14.0,Japan & Portugal,1806.0,Asia,Europe,8.80398671096,0.77519379845,2/133,32/133
93599,2010,Japan,Hungary,6.0,159.0,32.0,Japan & Hungary,1806.0,Asia,Europe,8.80398671096,1.77187153931,2/133,16/133
93600,2010,Japan,Sweden,1.0,159.0,35.0,Japan & Sweden,1806.0,Asia,Europe,8.80398671096,1.93798449612,2/133,15/133
93601,2010,Japan,Austria,1.0,159.0,27.0,Japan & Austria,1806.0,Asia,Europe,8.80398671096,1.4950166113,2/133,19/133
93603,2010,Japan,Switzerland,3.0,159.0,25.0,Japan & Switzerland,1806.0,Asia,Europe,8.80398671096,1.38427464009,2/133,21/133
93606,2010,Japan,Slovakia,2.0,159.0,15.0,Japan & Slovakia,1806.0,Asia,Europe,8.80398671096,0.830564784053,2/133,29/133
93617,2010,Japan,Slovenia,1.0,159.0,14.0,Japan & Slovenia,1806.0,Asia,Europe,8.80398671096,0.77519379845,2/133,33/133
93627,2010,Japan,Monaco,1.0,159.0,6.0,Japan & Monaco,1806.0,Asia,Europe,8.80398671096,0.332225913621,2/133,38/133
93635,2010,Philippines,Thailand,1.0,1.0,3.0,Philippines & Thailand,1806.0,Asia,Asia,0.0553709856035,0.166112956811,60/133,50/133
93783,2010,Turkey,Iran,1.0,41.0,30.0,Turkey & Iran,1806.0,Asia,Asia,2.27021040975,1.66112956811,11/133,17/133
93786,2010,Turkey,Korea,1.0,41.0,83.0,Turkey & Korea,1806.0,Asia,Asia,2.27021040975,4.59579180509,11/133,8/133
93811,2010,Turkey,France,1.0,41.0,117.0,Turkey & France,1806.0,Asia,Europe,2.27021040975,6.47840531561,11/133,4/133
93815,2010,Turkey,Spain,1.0,41.0,40.0,Turkey & Spain,1806.0,Asia,Europe,2.27021040975,2.21483942414,11/133,12/133
93818,2010,Turkey,Romania,2.0,41.0,17.0,Turkey & Romania,1806.0,Asia,Europe,2.27021040975,0.94130675526,11/133,28/133
93820,2010,Turkey,Belgium,1.0,41.0,35.0,Turkey & Belgium,1806.0,Asia,Europe,2.27021040975,1.93798449612,11/133,14/133
93821,2010,Turkey,Greece,1.0,41.0,11.0,Turkey & Greece,1806.0,Asia,Europe,2.27021040975,0.609080841639,11/133,34/133
93822,2010,Turkey,Czech,1.0,41.0,44.0,Turkey & Czech,1806.0,Asia,Europe,2.27021040975,2.43632336656,11/133,10/133
93826,2010,Turkey,Austria,1.0,41.0,27.0,Turkey & Austria,1806.0,Asia,Europe,2.27021040975,1.4950166113,11/133,19/133
93842,2010,Turkey,Slovenia,1.0,41.0,14.0,Turkey & Slovenia,1806.0,Asia,Europe,2.27021040975,0.77519379845,11/133,33/133
93845,2010,Turkey,Montenegro,1.0,41.0,5.0,Turkey & Montenegro,1806.0,Asia,Europe,2.27021040975,0.276854928018,11/133,41/133
93859,2010,Iran,Korea,2.0,30.0,83.0,Iran & Korea,1806.0,Asia,Asia,1.66112956811,4.59579180509,17/133,8/133
93862,2010,Iran,Malaysia,1.0,30.0,6.0,Iran & Malaysia,1806.0,Asia,Asia,1.66112956811,0.332225913621,17/133,39/133
93891,2010,Iran,Romania,1.0,30.0,17.0,Iran & Romania,1806.0,Asia,Europe,1.66112956811,0.94130675526,17/133,28/133
93895,2010,Iran,Czech,1.0,30.0,44.0,Iran & Czech,1806.0,Asia,Europe,1.66112956811,2.43632336656,17/133,10/133
93899,2010,Iran,Austria,1.0,30.0,27.0,Iran & Austria,1806.0,Asia,Europe,1.66112956811,1.4950166113,17/133,19/133
94102,2010,Korea,Ukraine,1.0,83.0,22.0,Korea & Ukraine,1806.0,Asia,Europe,4.59579180509,1.21816168328,8/133,24/133
94104,2010,Korea,Romania,1.0,83.0,17.0,Korea & Romania,1806.0,Asia,Europe,4.59579180509,0.94130675526,8/133,28/133
94108,2010,Korea,Czech,1.0,83.0,44.0,Korea & Czech,1806.0,Asia,Europe,4.59579180509,2.43632336656,8/133,10/133
94112,2010,Korea,Austria,2.0,83.0,27.0,Korea & Austria,1806.0,Asia,Europe,4.59579180509,1.4950166113,8/133,19/133
94117,2010,Korea,Slovakia,1.0,83.0,15.0,Korea & Slovakia,1806.0,Asia,Europe,4.59579180509,0.830564784053,8/133,29/133
94119,2010,Korea,Norway,1.0,83.0,15.0,Korea & Norway,1806.0,Asia,Europe,4.59579180509,0.830564784053,8/133,30/133
94138,2010,Korea,Monaco,1.0,83.0,6.0,Korea & Monaco,1806.0,Asia,Europe,4.59579180509,0.332225913621,8/133,38/133
94447,2010,Nepal,Austria,1.0,1.0,27.0,Nepal & Austria,1806.0,Asia,Europe,0.0553709856035,1.4950166113,64/133,19/133
94873,2010,Emirates,Sweden,1.0,1.0,35.0,Emirates & Sweden,1806.0,Asia,Europe,0.0553709856035,1.93798449612,65/133,15/133
94878,2010,Emirates,Denmark,1.0,1.0,5.0,Emirates & Denmark,1806.0,Asia,Europe,0.0553709856035,0.276854928018,65/133,40/133
94971,2010,Israel,Germany,2.0,4.0,124.0,Israel & Germany,1806.0,Asia,Europe,0.221483942414,6.86600221484,47/133,3/133
